CName,CCode,IName,ICode,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Ethiopia,ETH,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,3.958216277,2.757575683,3.36053468,3.748017772,4.115495962,4.338272117,4.10084875,4.112068443,3.993617608,4.255773129,5.138132351,5.220159944,5.507866453,5.612454644,5.138783157,5.344481974,5.813699992,6.038307805,5.95568791,5.470354783,5.724114818,NA
France,FRA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,57.94208741,56.15158976,54.19164299,53.31433582,53.57814071,53.84629719,52.900093,54.79259721,54.01631185,52.78952165,53.39225339,52.80836721,52.69006493,52.40792071,52.32065403,51.81517491,51.6807118,50.82191885,50.79888563,49.84930146,48.596397,49.1095992
Germany,DEU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,87.0934231,85.94797004,86.0049055,86.01649857,85.7764123,85.87359709,84.5985541,84.88995893,83.89855104,83.58948169,83.57333715,83.22723824,82.98665875,82.30482367,82.20054932,81.5215283,80.65967302,80.2358425,79.17109593,78.24749081,79.81876979,80.187836
India,IND,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,56.56029462,57.66975663,58.48089747,59.51594208,61.35047211,62.21955954,63.11521435,63.3628095,64.88591825,65.01202499,64.990694,65.75099614,66.07846697,67.42992634,67.89852607,68.7277804,69.29026213,70.42350373,72.47024508,72.47469559,72.30027842,NA
Indonesia,IDN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,54.81492888,55.70491537,59.07867054,57.47278786,60.59468944,61.51051688,62.04487526,60.66170175,62.17174236,62.29762749,61.58115673,62.66995373,62.55553509,64.45205285,65.09732423,65.26185596,64.66033581,63.84592287,65.22166362,66.09937296,66.42315665,NA
"Iran, Islamic Rep.",IRN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,98.91840851,98.67902975,98.74003451,99.05884231,99.13075191,99.10423037,99.2711705,99.32621554,99.57901485,99.66508972,99.58492052,99.40709781,99.22612823,99.3292968,98.99430459,98.91327723,99.05428727,99.72222546,99.71906657,99.60886463,99.51631123,NA
Israel,ISR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,97.23005056,97.3425286,97.3212866,97.41943993,97.47654579,97.43774616,97.50403006,97.3500919,97.37287533,97.3570421,97.30586308,97.08061241,97.0817694,96.82570768,96.79146162,97.1153381,97.20274366,96.68032095,96.52002935,96.49230892,96.66978767,96.69218639
Japan,JPN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,83.82323877,83.93953588,82.36933068,82.6686055,81.4402796,81.18936612,80.29147502,79.30360859,80.55762157,80.49172586,80.39324207,81.62124321,84.03677077,82.44482935,81.38654058,81.23971851,83.26033905,82.96868218,80.98200496,80.8430637,89.64225466,94.78853059
Nigeria,NGA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,20.66821631,21.55328359,20.79370892,16.78341314,15.92990652,16.81672735,17.84048898,15.7808925,16.73918331,17.73961503,19.31593995,19.47175826,18.90059629,19.07144366,20.79007387,19.31080408,17.8140847,18.47099233,15.00087099,17.16002443,17.39586957,NA
Pakistan,PAK,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,52.30527133,53.5320067,54.90888337,55.00240608,55.84915936,57.68999493,57.82804964,57.87357227,59.57246689,59.4133073,58.92867365,58.40920144,58.93334621,60.82811602,61.10248035,61.97682204,63.39008421,62.67784446,62.15331347,61.50123566,60.89336378,NA
Saudi Arabia,SAU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,99.9824028,99.98978809,99.99273525,99.98518724,99.98807252,99.99548422,99.99566334,99.99526829,99.99535764,99.99557265,99.99579399,99.99616685,99.99630507,99.99687765,99.99691632,99.99716523,99.99688778,99.99708909,99.99744643,99.99766359,99.99760143,NA
Somalia,SOM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,LKA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,25.13469133,24.79726535,29.80516926,31.69935528,32.43507187,37.55484916,37.67769773,38.92777561,39.84025757,43.02515238,43.35710727,44.59316504,46.37230936,45.79657251,45.29484379,43.44471397,45.3936227,43.79792044,43.7608703,43.684478,48.65767072,NA
Sweden,SWE,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,35.5308729,36.91087098,36.87647485,36.90064889,36.85330317,36.71532954,35.63766258,35.04722616,34.85013837,34.82918337,33.98788812,37.44624962,36.52181032,34.83201035,33.81150917,33.41258419,32.45247195,33.11264006,31.98399534,34.14724069,34.76991431,31.74427191
United Kingdom,GBR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,90.19959468,89.2149738,87.7868377,87.77890012,87.70608701,87.56410418,86.71585748,86.76976919,87.23408007,88.40969983,87.82943033,87.69414965,87.95317068,88.56003579,88.0771527,88.55124111,89.57903708,90.1495556,87.31541,88.34196706,85.78225087,85.08723106
United States,USA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,85.69483824,85.57480945,86.11857507,85.91087401,85.4686061,85.50922334,86.45641512,86.08651769,85.78464292,85.88075326,86.34666831,86.24916798,86.27827458,86.12462076,86.01907925,85.62560451,85.61478286,84.9679211,84.15160823,84.14993656,83.68787618,83.55005184
Zambia,ZMB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,16.02696192,15.40187237,13.37898058,11.97584735,11.53935246,9.645147764,12.02351769,11.57938756,9.166349169,8.837891329,8.979555022,9.288174147,9.535272827,9.40748923,9.645146609,9.107495952,6.696653491,7.310020385,7.50793872,7.705972916,8.756977521,NA
Bangladesh,BGD,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,48.42879752,58.01782299,64.52705433,68.27157435,75.16502205,78.75759341,80.5392343,85.47322057,93.59311645,100.8737774,111.1783215,118.9215569,125.3071556,160.3426515,171.0411095,191.6079844,200.8028742,202.919556,220.804786,247.436774,258.6181558,NA
Brazil,BRA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1481.293182,1490.789159,1536.00575,1566.759345,1635.701188,1689.366182,1765.404782,1811.681997,1835.705356,1900.456685,1750.190098,1808.117437,1882.847008,1956.118941,2015.634235,2072.726605,2169.12926,2233.200708,2201.808724,2380.511415,2437.960105,NA
China,CHN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,548.8981387,604.5966849,662.5377618,727.0091917,770.1831341,820.9855858,852.6463834,870.5238197,913.8708506,993.3385869,1077.046822,1195.447516,1380.201025,1586.777,1783.87077,2041.967323,2330.262504,2457.547814,2632.724637,2943.690874,3297.970434,NA
Ethiopia,ETH,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,21.872036,21.67851986,23.33301667,23.65944043,24.09532109,24.53450912,23.98312182,23.86376791,23.06773183,22.82496453,26.64925719,26.30512597,28.69856349,30.85080151,33.61025029,37.57792326,39.68140111,41.13956722,42.35128887,51.46088225,51.96152637,NA
France,FRA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,6359.65883,6475.75366,6453.083985,6530.700736,6618.563893,6905.289562,6833.307006,7015.680838,7149.494003,7237.503693,7347.448017,7301.592608,7531.480834,7665.259043,7655.488109,7536.376315,7520.163383,7649.81502,7339.946832,7735.190636,7289.020083,NA
Germany,DEU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,6564.797195,6445.874,6288.41635,6244.957228,6327.709754,6403.333726,6427.798768,6479.490249,6505.132999,6635.421406,6762.653396,6900.780527,6983.337424,7082.53137,7113.41229,7174.137667,7184.308553,7149.108593,6753.05764,7162.203326,7080.959381,NA
India,IND,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,288.4259846,301.3600107,317.8456252,338.1034022,355.4942999,356.7557565,372.5107033,383.5885101,388.0910154,390.9545725,391.7269015,404.712254,422.1042127,443.7217858,461.0805792,501.1443516,544.687764,568.0202563,604.903766,641.2717269,684.1057013,NA
Indonesia,IDN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,180.7011571,197.2994911,216.0576321,243.6027739,267.453075,301.4289037,335.8952805,335.5716567,361.6467398,395.2355442,416.2374184,421.9992733,433.1097791,478.6442342,503.9760599,519.837043,549.8309567,573.5186091,591.9737196,634.4658058,679.7001065,NA
"Iran, Islamic Rep.",IRN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,998.1505349,1073.807764,1127.47135,1175.550579,1203.158307,1296.351727,1341.583058,1385.815294,1464.99885,1539.756944,1633.934822,1733.865739,1877.108954,1998.19371,2067.998145,2207.995809,2292.101241,2404.567398,2484.792765,2634.903342,2648.841815,NA
Israel,ISR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,3981.208325,4568.416943,4618.893746,4934.247083,5127.86294,5340.302178,5488.519534,5819.460727,5974.367347,6323.103832,6400.217425,6502.739726,6597.306307,6525.921574,6572.199535,6711.229567,7003.24508,7133.045096,6607.619964,6949.997377,6925.622602,NA
Japan,JPN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,6689.649051,6716.813304,6789.281814,7202.583206,7364.894491,7519.413809,7672.87118,7691.511747,7815.609949,7973.508316,7822.814179,7915.665581,7815.311859,8050.72753,8212.689692,8252.950938,8489.650409,8075.210463,7838.005685,8377.647349,7847.804487,NA
Nigeria,NGA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,89.21819566,89.66894286,100.4510661,95.14642053,91.08614948,85.52059119,81.62872754,76.60820915,75.40563827,74.13120631,75.20336972,104.1519628,101.4257653,123.0153843,128.659135,111.1468452,138.1096921,126.4548826,119.8151486,135.3972862,148.9284633,NA
Pakistan,PAK,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,288.2100905,323.7920097,324.9299079,335.056196,347.0135511,348.0143938,350.732632,331.9982187,343.0492493,358.6058386,364.6470408,371.8460159,397.1329899,416.5608722,449.8725292,474.4080254,470.2542902,433.7454733,450.3803806,457.807206,449.2515095,NA
Saudi Arabia,SAU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,4130.073695,4402.322967,4746.511112,4839.586018,4948.957963,5016.407272,5221.225706,5613.452081,5776.86047,5810.991183,6035.824744,6043.834524,6388.756894,6164.125009,6380.906135,6607.142632,6746.702298,7072.952586,7430.743897,8022.448284,8161.199476,NA
Somalia,SOM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,LKA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,160.1320438,169.0577298,185.4244588,201.9451121,217.0269078,204.8429319,228.6191297,246.2734242,257.609152,289.8125851,292.599883,305.3749802,327.1266886,353.4859789,398.0859295,399.7884983,416.1884326,383.7364594,416.8215159,449.232557,490.2486942,NA
Sweden,SWE,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,15932.92621,15544.41146,15506.8021,15290.616,15475.01348,15434.23039,15410.69913,15522.1335,15470.86807,15681.61527,16020.98031,15709.42967,15360.17889,15420.97314,15430.96395,15262.58727,15257.93575,14869.34898,14143.01101,14934.32696,14030.16315,NA
United Kingdom,GBR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,5451.677171,5452.393333,5491.989118,5380.264265,5575.808489,5815.828404,5831.957547,5908.87149,6007.484416,6114.529259,6143.199664,6143.638804,6175.571537,6139.732189,6272.355746,6202.432167,6104.958497,6019.002699,5646.565081,5701.78735,5472.059462,NA
United States,USA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,12134.17213,12014.95825,12261.52378,12455.16217,12659.60763,12854.29891,12889.83228,13154.76303,13281.86998,13671.05202,13046.61415,13296.1823,13307.49201,13388.58971,13704.57705,13583.26696,13657.44951,13663.42468,12913.71143,13394.91665,13246.04425,NA
Zambia,ZMB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,755.887237,755.576294,761.1249976,752.1902847,730.9979553,705.6960794,657.2898606,600.1576823,603.6072725,616.1777752,638.3818319,665.0088189,685.3905161,708.1206123,716.1276587,743.0222621,686.1486983,608.4360432,586.7432211,609.5943969,598.9527788,NA
Bangladesh,BGD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.144999395,0.157859354,0.151502361,0.161621139,0.190340811,0.196320875,0.200599318,0.188644999,0.194174893,0.210519056,0.240902076,0.246025688,0.243437439,0.28144773,0.262365597,0.332278182,0.330927964,0.313815174,0.350013411,0.371563901,NA,NA
Brazil,BRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.441508396,1.427610644,1.469568683,1.518845849,1.595813094,1.732335845,1.800488226,1.842713927,1.861402685,1.879510648,1.906747447,1.852165065,1.769553491,1.835908496,1.865823683,1.847979036,1.911676126,2.021610272,1.89749147,2.150268044,NA,NA
China,CHN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.245901276,2.31420729,2.442800659,2.565993892,2.755754966,2.844309582,2.820567891,2.67674598,2.648649247,2.696862433,2.742120813,2.885225041,3.512245428,4.080138906,4.441150695,4.892727098,5.153564017,5.311151855,5.778143184,6.194857575,NA,NA
Ethiopia,ETH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.060006132,0.057575257,0.05676655,0.053942147,0.037748091,0.063407832,0.070574784,0.080627733,0.079102494,0.088308985,0.063403821,0.064062617,0.068715182,0.070799012,0.066342512,0.06922699,0.073530817,0.07709377,0.078493947,0.07456497,NA,NA
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.303431121,6.746684917,6.583282115,6.227604644,6.60538664,6.83033141,6.328599582,6.797258072,6.137805343,6.001530445,6.288363017,6.162136804,6.227112679,6.221524691,6.206003013,6.013737108,5.872005393,5.787745414,5.516347214,5.555374121,NA,NA
Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,11.62264617,11.06332025,10.81424893,10.62839192,10.57946663,10.8602336,10.5111126,10.42527316,10.01775877,10.09563988,10.3662867,10.04711428,10.09771302,10.00889289,9.78184775,9.819062562,9.530207568,9.540351755,8.940512042,9.114841508,NA,NA
India,IND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.832462131,0.86709217,0.884041935,0.921657278,0.962588869,1.029878845,1.053994868,1.063671976,1.11646205,1.138546236,1.136236043,1.139393204,1.171995833,1.214202126,1.251950214,1.315821535,1.390226108,1.54196566,1.665573859,1.666209247,NA,NA
Indonesia,IDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.9886919,1.095498237,1.162651369,1.158713034,1.158817949,1.285100997,1.392943657,1.035567369,1.175007141,1.260747518,1.391267433,1.426430721,1.452204882,1.525733494,1.523478178,1.515611858,1.625926477,1.760506364,1.907918005,1.803206699,NA,NA
"Iran, Islamic Rep.",IRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.967756463,3.928722582,4.031171317,4.455424975,4.523504527,4.503946826,4.316729811,4.853465528,5.900726816,5.654634051,5.965312004,5.938201868,6.110884599,6.453225028,6.690126582,7.183904709,7.516997699,7.852563085,7.852320251,7.676526948,NA,NA
Israel,ISR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.933882805,8.100612727,8.58165824,8.727718096,9.780871055,9.557263703,10.86402159,10.51399096,10.14786122,9.968362538,10.21110576,9.611223744,9.734704546,9.281942282,8.693257384,9.353483137,9.251129929,9.705849798,8.954404857,9.268030327,NA,NA
Japan,JPN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.880862582,9.044365382,8.901550042,9.395145045,9.438419909,9.586521982,9.529878389,9.169095483,9.459470217,9.612904509,9.455570134,9.547263031,9.688760785,9.85946288,9.690473613,9.637915973,9.792040792,9.450883801,8.628627075,9.185650865,NA,NA
Nigeria,NGA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.461303369,0.645018907,0.582305872,0.441207323,0.322040394,0.363611758,0.352610133,0.343834089,0.373763101,0.644398113,0.661488951,0.759338561,0.702663375,0.713585957,0.750050856,0.687395022,0.64686256,0.612540586,0.461569798,0.494090977,NA,NA
Pakistan,PAK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.597420683,0.620590979,0.648248429,0.687234271,0.666858435,0.726049859,0.708930045,0.712146103,0.714069148,0.740094921,0.737334845,0.76211657,0.780049608,0.84821214,0.864941844,0.907828993,0.969294191,0.938135683,0.928251555,0.932118498,NA,NA
Saudi Arabia,SAU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,15.99579967,16.53967927,17.67183785,16.98180487,12.72415816,13.72803741,11.34468416,10.7701562,11.54185856,14.74020635,14.22648827,14.95549868,14.32118182,16.60432398,16.10534901,17.05581328,15.18524524,15.86262634,16.08525459,17.03991344,NA,NA
Somalia,SOM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.80E-04,0.00174785,0.001754757,0.001752055,0.001733413,NA,NA,NA,NA,0.070009191,0.066022014,0.073097055,0.071627278,0.069784417,0.068429224,0.066268509,0.067900922,0.066597894,0.063326217,0.063170514,NA,NA
Sri Lanka,LKA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.235306423,0.290186675,0.277840814,0.302320999,0.319669552,0.379179319,0.404262656,0.413279333,0.447983627,0.531947283,0.545065596,0.581805084,0.555988578,0.615663545,0.592686062,0.591100161,0.621627776,0.588221843,0.627424597,0.615398344,NA,NA
Sweden,SWE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.176649502,6.371511318,5.968270452,6.211237315,5.748759111,6.526440228,5.860692136,5.985459792,5.769666514,5.612441529,5.747438275,6.434228598,6.115194532,6.062241404,5.710313512,5.459003216,5.253521937,5.326109585,4.704368708,5.599744235,NA,NA
United Kingdom,GBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.17591931,10.03921808,9.677630894,9.595293468,9.577337711,9.822804943,9.355299884,9.323249943,9.126247046,9.231429414,9.314352568,8.960921633,9.065411741,9.010075569,8.975066138,8.910990716,8.628594939,8.457733875,7.633632216,7.864886501,NA,NA
United States,USA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,19.07931196,19.1887997,19.35128717,19.46428538,19.36385544,19.62199049,19.87640503,19.77891432,19.82400911,20.24918916,19.65619321,19.6469218,19.58465737,19.7768452,19.7159606,19.22922866,19.34957722,18.60227269,17.31529716,17.56416397,NA,NA
Zambia,ZMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.300632253,0.298547417,0.296910457,0.2805897,0.245535687,0.206117701,0.256530168,0.241595521,0.183737993,0.180064887,0.184019957,0.185327116,0.192866798,0.190657157,0.198215836,0.188927373,0.136570512,0.148075061,0.168124038,0.183669271,NA,NA
Bangladesh,BGD,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.596540909,7.697522703,8.071474792,8.111350136,8.220669855,8.17180158,8.049301331,8.81827076,8.599140543,8.999345536,9.984662388,NA
Brazil,BRA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,9.529726601,9.73379589,10.50015033,11.8960101,NA,NA,10.33600704,12.2339238,13.44848336,14.00387664,14.71204884,15.83672033,15.40582113,15.88463656,16.70867124,16.45533785,16.18115657,15.9059115,14.7987052,14.63056398,15.73811323,15.38504958
China,CHN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.679594442,9.188060347,9.928816567,10.26866091,10.53972933,10.48181247,10.63619627,NA
Ethiopia,ETH,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,7.507720655,5.643718831,5.95726009,7.737151981,8.494159493,9.021170112,10.16581279,10.91151367,10.70932843,NA,8.227625446,9.882457736,9.279000995,9.852889669,8.879551315,8.409800415,7.951468563,7.953059847,6.698200457,8.308592969,9.373108995,NA
France,FRA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,NA,NA,NA,NA,18.76263658,19.88990445,20.66722579,22.6703661,23.41286756,23.18965071,22.9789825,22.45891789,22.13177307,22.27067679,22.41562397,22.53314613,21.88678627,21.66656752,19.84756303,21.33514395,21.19663355,22.00461031
